tweets,labels
not really one was written in fanti the supposed correction is twi,Neutral
“ahoberɛaseɛ” producers and aists must ensure that ghanaian language spellings on their products are correct m…,Neutral
for the way you write twi it will benefit you to follow  and  for example “mi” doesn’t mean anything in twi check this,Neutral
saa na nyankopɔn hyehyɛ x,Neutral
wobɛsan ahunu wɔ me tumblr blɔg so  sxumkajlcf,Neutral
oh ok thanks very much i always heard it as nsuma like a specific term amp not nsoma — does not send,Positive
she said wobubu so you too you have tî but you force in general😂,Neutral
peaaw which means,Neutral
wo maame twe  your mothers antelope,Neutral
for those who did twi in school can someone help me with the meaning of “kontonkrowi” in kusi obrempong berko’s song thanks you 😊,Positive
i guess you are not happy because someone made a facebook post wait until a whole textbooks is made about it to misinform your little ones ɔkɔtɔ diɛ ne bo dwɛ,Neutral
“ati”  to be wrong “ate”  to open so you meant to write “akoa ani ate”,Positive
aane “snow” wɔ twi mu na broni no kaaeɛ no  — nsukyerɛma megye di paa sɛ na wonnim,Neutral
mmeakunini anan no ne benkum kwaeɛm nifa ɛpom apueɛ anafoɔ atɔeɛ atifi — the four cardinal points are noh sout…,Neutral
ghana is not a twi state,Neutral
even more impoant is the fact that it confuses children who have staed to learn twi they are taught wit…,Neutral
what is sumiɛ plz,Neutral
sɛ wo werɛ afi sɛnea wɔ label apataa koraa mpo a mma kwan ma chinafo🇨🇳 no nnwia yen mpataa no wai,Negative
wo betwa no ato free jhs bi mu anaa,Neutral
for those who did twi in school can someone help me with the meaning of “kontonkrowi” in kusi obrempong berko’s song t…,Neutral
ntama is akuapem ooo,Neutral
is the “asante ankai” the right proverb,Neutral
picking up some elective twi terms on here midaasi whoever u r,Positive
mehyiaa ellen white fr no vivian jil,Neutral
remix ansa na yɛɛwo akwadaa nyansani no na yawo panyin kwasia😂😂,Neutral
twi teacher wo taataa me,Negative
na wowe girls a wode kɔ baabi obi a ɔde ne deɛ asi ɛdan kɛseɛ te sɛ ahenfie no ɔwu a ɔnfa nkɔ deɛ…,Neutral
“kontonkurowi” means a halo or ring found round the sun the moon or around the head of an drawn angel it…,Neutral
what is efunu,Neutral
“yɛbɛdi yɛnho” ho  self yɛnho  ourselves hu  to see,Neutral
how about medaase paa,Positive
pls whats bfr nkwan,Neutral
eei na serious kakra er boga sika ho adwuma na yka no saa no o,Negative
i have a boyfriend nyinaa saa twi teacher 🤷🏽‍♂️🤷🏽‍♂️🤷🏽‍♂️,Neutral
eiii😂😂😂easy odo na saa boi ong,Neutral
when will stonebouy and sark learn something from shatta wale man dey ghana bed 🛌 and beyoncé  grammy award winning artist put him on saa shoot video on top take go disney with lifetime royalties now that is what we call class not chasing ghosts and pics at red carpet 🤣,Neutral
i laugh saa 😆 🤣 😂,Positive
ayooo korso saa but  you get nyash ooo ☺️🤣🤣🤣🤣,Neutral
i hope s obiaaa ne me nni asm biaaa🙇‍♀️,Neutral
bro he ignore me saa,Negative
rap without yaa porno is boring atiabanku,Negative
that’s why you guys end up drinking rat poison after breakups 😂😂gyimie saa😂😂,Negative
me kwraa saabut am sure he was jobbing the abidjan  blues😂,Neutral
so me ano dey inside or wat😭😭 nagodfc  i have reply saa buh still not received mine aww😭😭  spgvo,Negative
yes wode maya said that,Neutral
talk saa kekeno scientific research,Neutral
wahu saa lie no,Neutral
small small saa na afa🔥🔥😉,Positive
as is said obi ny ne kese kwa,Neutral
this one says atsu has been foundthis also says he hasnt been foundfirst to break the news foɔwe begthink about his wife and family okdem dey go through alotmu pɛ saa dodo,Negative
saa thank god,Positive
yeah they didn’t give us youtube live so i enjoyed the recorded one no saa,Neutral
how will u be hating that sark did a song with bob marley  nyansa bɛn na ewom,Negative
don’t judge a book by its cover saa asem nu y nkwasiasem,Negative
the land sef he no get to lay the foundations saa na wasa,Negative
david ornstein he brings the final piece fabrizio go speculate saa wobehu na chelsea go buy am,Neutral
saa ɛneɛ you have luck paa,Neutral
eiii akosua lebron james wan enter better family😂😂😂😂,Neutral
school placement fraudulent payment for placement traced to education ministers login accessclick on the link for more  sei adutwumjoynews,Negative
me too make i drop i did saa u didnt see the tweet i try to find it too have engage saaa ur tjunhs kwaaa adey see brogad,Negative
come and sell it for us eer nhwehwenimuu saa,Negative
monopoly de saa boycottdstv,Neutral
wasting chances saa,Negative
yaa pono b se dragon ne racoon,Negative
oh saa then you just gave me a chance to update my playlist,Positive
gyimii saa oh so is he trying to say he killed his parents anaa,Negative
one season player na mo hyype no saa no,Neutral
being a muslim is not easy ooma fee me to saa sesia mframa kraa egyina me yem 😂💔💔,Negative
village life saa u traveled self u no change wei,Neutral
saa come win my soul for christ 😊,Neutral
eiii campaign agenda paa na nfa saa no 😂😂😂😂😂😂,Negative
contestants for the  mr and mrs akwaaba unimac gijchapter have been unveiled to take over the coveted crown since  when last heldmr and mrs akwaaba gives the platform to participants to showcase their talentwho wins the crown and bragging right,Neutral
listen to asaase radio  kumasi,Neutral
i laugh saaeeeiii something s cooking small small,Neutral
i dey front seat saa nso nothingebi obinim backside dey motivate me me nsua hwee heeehee,Negative
we hear saa masa,Neutral
panin nyansanii bia nni politics mu wɔ kurom mu ha osei,Negative
man utd mmeranteɛ xi vs leeds de gea dalot,Neutral
one man sing saa 😂😂,Neutral
he’s holding a mic and at the same time giving handshake so do u expect him to use third hand to take it off or what…mo de gyimi keka saa mtcheww,Neutral
saa na relegation,Negative
onenam touch line saa wobte goooaaal 😂😂😂,Positive
bus stop terminal kɛkɛ,Neutral
kwasia what’s the jon about what he’s saying ade yi wo nso ahoshish saa nti wo bo afu s wagyi stray bullet wo ho ahi,Negative
saa ppp you no no get choice nana🤣,Neutral
eyy mode na wei nso y den eyy awulade the gal can also get a deal or get a movie producer to use her toohave u thought of that too  moo saa dodo,Neutral
covid kwraa is tired of ghana people chop money on its back saa he taya self,Negative
enti bottles no nyinaa saa na mo k firi nsa w bar,Negative
you be akosua or adwoa cuz eiiii 😹😹 sohofriday,Neutral
’ goal in dormaa the league leaders have the lead thanks to a goal from gabriel akwasi mensah ⚽️ aduana fc️⃣ 🆚 nsoatreman ️⃣,Neutral
what be this shawdy body ma me bp na cha me nti sys a,Neutral
i tell you so so fooling then lies saa,Negative
ma commenti saa everyday buh here i am today too   sqqwjsm,Neutral
yafollow afollow saa nso 😂😂😂😂😂,Positive
we go watch kwabena yeboah saa nana monday night highlights,Positive
nti epl aint ready epl aint ready niaa saa na draw😹😹😹😹😹😹😹😹😹😹😹😹  smtdq,Neutral
truth foon saa no,Negative
watch wohaw ne sen with nana yaa konadu  source despite media,Positive
kwasia you dey lose saa dey fool,Negative
potter de wabn paa o,Positive
na mo capo abeiku santana no saa na ote ohh… there’s no “wopre” with what he is doing,Negative
wode maya hin sister that  😂😂video,Neutral
me kraa mpo saa as i see am the first time if you know what i mean,Neutral
sometimes i feel like getting a whole gallon of ice cold water hanging like drip and connecting a long curly straw to it so i can lay on my back and be taking it in like bro me hia biibi saa emergencily,Neutral
this talk talk saa na years trophiless,Neutral
watch somdwoe nkomo with nana yaa konadu source despite media,Positive
happy fantastic birthday menua akwasi have a blast,Positive
eeeiii saabuh lets just hope its true🙏,Neutral
i’m stressed aswear 😀😀… trouble paa na mak fa saa no,Negative
akosua is so silly 🤣🤣🤣🤣🤣,Neutral
coach akwasi macho,Neutral
saa send me gh,Neutral
this is not a competition take your gyimisem away saa handle wei mo agyimi dodo,Negative
ma try saa enfa,Negative
god bless you wode maya,Positive
hehehe asaase seaman,Neutral
😂i laugh saa,Positive
saa gyimi weijust look at how chelsea play,Negative
why do yall post porn group links under a nice threadsaa gyimie no so er,Neutral
if you count one one cedis saa k for that thing,Neutral
ameen yaa rabbi,Positive
if you talk pɛ,Neutral
saa is in the past cos we also lash u recently,Neutral
nalisa nono been dming you saa but no answer,Neutral
you people should revise this increment o na kurom ndwi saa yoo,Neutral
anthony yɛ kwasia player paa wo a wo nnbɔ hwee na ntɔkwa hunu nkoaa na wama casemiro anya pipa kɔkɔɔ saa,Negative
so upon all this beauty u saa support chelsea then u are blessed sweetheart❤❤❤💙💙💙,Positive
i’ve commented saa o broremember us,Neutral
someone just said it’s sensationalism out of shallow thinking ynnka nni wakyi a,Negative
notifications also on been tweeting saa but u no mind me all the same,Neutral
mmaa wo asaase wei so wa te that said,Neutral
eeeeei yaw amponsah🔥🔥🔥🔥🔥🔥🔥🔥🔥,Neutral
akosua kuma p  nothing else my dear😊😚,Neutral
saa transfergo,Neutral
brooo hmm a watch am saa she change ooo herh this is sad,Neutral
alpha hour na ayɛ dɛ saa no 🔥🔥😄😄😄🙏🏾🙏🏾👌🏾👌🏾👌🏾💯💯💯 alphahour february opendoor mercy,Positive
wobdi nkunim saa my dear 🍼,Positive
hw ne lips be ose obi y drugs… nkwasia akeka saa kk gyimie,Negative
answer me let’s dirty ourselves… young boy na wagyimi saa no,Negative
me   pls having been tagging saa,Neutral
ghana movie di saa,Neutral
eiii yaw alanforallafa,Positive
saa lady no daterush,Neutral
yoo too why adn na woay wo ho gyegyefo saa,Negative
saa i can do that,Neutral
masa stop this jon thing we drop saa no momo,Negative
aaaaj chale boachie akwasi this my nickname bi pappyakwasi  wakenbake,Neutral
akwaaba bro,Positive
one is expected to pay an application fee of gh₵ to the nras when they need assistance with the payment of their rent   grace akosua animah government spokesperson on infrastructure onuafm efienefie,Neutral
i have been tweeting this saa oo super pls see me through   svuaqdyt,Neutral
wode volu zali a and you are shemi fi egan politics,Neutral
sark paa  the replies under this tweet er u go laff saa🤣🤣  sknchcu,Positive
wo saa girl wie ongme hw wo dinn 😪,Negative
rebet saa na aka wo pesewas,Neutral
you barb ebi recently wey wanna rector agree make dem participate in the nsmqyou go study den pray saa,Positive
pioli de s he has something on the table for milan na saa man no smh,Neutral
your aburokyire friends and family deserve love too‼️🥰ship items to your family and friends in the us from ghana in a few days with  they’re shipping items from accra to the us this february shipment date is on theth,Neutral
aahh where is yaa pono n samini 😂😂😂😂😂,Neutral
you have written it as “ ancelotti ne nkwasia interview de٤,Negative
dear  ghana 🇬🇭 you can’t be increasing subscriptions like hausa koko the country is already in crisis if you want us to boycott you then we shall do that mtcheeeew abufu sem saa,Negative
i do saa nothing for me nana agyemang  bless me today 😥😥😥🙏🙏🙏god bless  stcomkehlxgz,Neutral
ohh saa i see here we dey,Neutral
mama hu saa reply a,Neutral
your money come saa,Neutral
yaa titi and  se mo afere,Negative
pressure from who u watch wonna match today plus everton…go check highlights dem chop yellow saaa bugabuga,Negative
no wonder he couldnt stay cus adwaman adokro who saa area😂😂,Negative
lyrics for the daysugar daddy biaa y akokora tipa,Neutral
asaase kt in twi,Neutral
i thought aburokyire foɔr do not do this,Negative
drake said kakra ybedi nti kasa saa 😂,Neutral
asomdwoenkomowithnanayaakonadu  stcozgzmnnwx,Positive
saa god go come atiabanku,Negative
adjor i have a friend she has insulted them saa she is tired,Negative
din chairman woseee anaa bia mennhu no yie y me saa leme go my front,Neutral
stonebwoy needs no mate though jupitar thinks the world revolve around him man was on stonebwoys case since the asaase clash with shatta to even going to join camp with wale he should stop mentioning him and work,Neutral
akomamaakye news with ama serwaa sarpong and yaa titi okrahakomamaakye onuamaakye onuafm,Neutral
hua naamka nikiwa positive alafu inafika saa mbili narealize my life suck and nothing really matters,Negative
wo saa ndwom foo wei na you are talking about  track,Negative
saa boy no he go mmom🙄i am well sohofriday,Neutral
after chancing on wode maya at his estate not knowing who we was,Neutral
chale i think about that thing saa like just make a straight road from there like how hard would that be erh now you have to go all the way saaa before you come ho 😪,Neutral
akwaaba to february,Neutral
that’s a big question fanfooler saa o,Neutral
the goat is back saa hii ni kupeleka bullying next step 😂 welcome back chief,Negative
presenting dr bawumia as our flagbearer is like selling pig meat in an islamic community npps yaw buabeng asamoah  me eeii😁,Negative
“me fans no akasa saa ma feeli bad,Negative
kwaw nor wan talk but pono do saa kwaw release the truth kwaw god richly bless u   ur mother underground artist like u,Positive
my aunt asked me recently where i dey work i tell am say silverbird cinemas and she just sighed and said nana kwame a na onim ade saa no cinemashit get to me but i wave am off listening to the song just trigger so muchsighs in french,Positive
joined saa but i get no luck with giveaways,Negative
saa naa we have to wait a little longer………for when potter leaves,Neutral
if not for sark’s feature i never knew there was someone with such name he doesn’t even speak like from a logical perspective gyimii ne aho yaa nkurasisem naa,Negative
me nso saa but we meuve,Positive
one nil defeat dey pain pass esp of the goal come early yɛbɛti yɛbɛti saa na ref apon 😂  shccl,Negative
wendy shay nka yaa pono kraa wc future,Neutral
did you say greed let me be going na nyame y mobrohufo anka asaase amem wo,Positive
asaase broadcasting company abc  accra,Neutral
consistently one gets bad officiating in away games whiles the other gets good officiating in away games but not taking advantage of itotan nni duroaboa a  nni dua no,Negative
oh laud  saa okodie no nie okodie,Neutral
yaa pono deɛ daabi daabi“obaa honam are you sandpaper” 🤣 🤣 🤣 🤣 🤣 🤣,Negative
dance step kraa y😂😂 eii masere saa,Neutral
take any other content out and bill us on the sports channels alone saa nkwasia movies no de forget,Negative
i feel you apologies if my tweet came off insensitive i’m just a tad bit anxious the ghanaian embassy in turkey should at least have some intricate details to put the anxiety to rest their response on asaase radio yesterday wasn’t convincing enough,Neutral
g wagon na omo aparki nu tis toy car saa hmm  shv,Neutral
very soon her prayers will mame bi saa,Neutral
saa fa ma nyame thing no,Negative
wonni competition arh saa o…tsw,Neutral
at the moment enzo is not coming to chelsea eisssh akosua boehly wu pr  sy,Negative
he did  shows in  different places and sold them all out including the islington you mentioned na wode gyimi saa😂😂😂,Neutral
which ghanaian me am not a ghanaian cos u saa nkwasiafo no borrow to enrich themselves so i dont want to hear this fucking statements again they should pay,Negative
y ti sika so nso yentumi winning match,Positive
gyae saa else they’ll unverify you😂,Negative
i drop am saa bossu,Neutral
wasan nso abɔn aka howonnim difference between loose and lose kwasia baa bi saayou dey come insult newobɛnu woho aboa,Negative
oh  saa ny menko na y me tan  idk why he keeps asking delete one lmao,Negative
united will eat them saa😂😂😂,Neutral
flow ne melodies no me de b ma mo back to back saa,Positive
saa wo nkwasea agenda on chelsea nu if u dont stop u go seesiasm,Negative
saa😂😂😂 let’s go to dubai er,Neutral
do something ny saa atanfo bnya yn🙏🏽,Negative
big ups to senegaleseteam  you dae see how them dae do perfect selections without kululu nkrasisem saa na afi so s i know my level   tell them,Negative
results aane do,Neutral
nti boni na wodi scale ato ho saa no ei ei,Negative
valentine day valentine day saa na wawu😂,Negative
for start arresting people for speaking raw here bigger na kosi hyei ahyaa saa they wish it was them   dey eat them up like cancer lol find a life other than hate and god might elevate you,Negative
boss not a bad stats at allanaa mebua,Neutral
npp foɔ ne gyimie deɛhow does mahama being president from july  to  amount to yrsɛyɛ ɛbɔn anaa ɛdam na ama mo agyimi saa no kyerɛ obiaa aa ɔwɔ party no mu agyimi,Negative
mo deɛ gyimi saa is yeme alade and tiwa savage wining grammys and bet,Negative
i am a busy person nyinaa saa woo hw anime gyimie y wo d ooo 😂🔥,Negative
potter de wabn paa o,Negative
saa sika nketenketewei ny no na y de y team oh its only complimentary we dont have phobialife money but we are doing just fine,Positive
sark will continue to lie to u guys saa,Negative
saa eating fufu in the afternoon dey bee oo,Positive
“beauty enzo” saa then fulham score 😪,Neutral
division  amp division fo no na di agor saa no andy kerm bra b hw,Negative
barca fans de saa 😂😂,Neutral
see how don little de drive  🤣😂🤣 yaw dabo is scared,Neutral
man u fans de saa,Neutral
mudryk think say here be warzone he fo de run run saa 🤣🤣,Negative
i have to sleep na u pipo de saa mogyimii paaaaa,Negative
aburokyire abrabo nor be easy oo,Negative
yaa no bi bad kindly ff back odo,Positive
s wagyimi saa agye wani so wadwene mu ha s cotton enti ksoaaa na gyimi saa wae wei,Negative
your money come saa,Positive
kaa der so that they will give u asaase,Neutral
there is no way i will insult your parents because am sensible thanks aunty gyimie saa,Negative
this  people i will sue them oomo de brodo tata me saa ah,Neutral
ah charley i try saa,Negative
akosua nocturnal 😂,Neutral
kwasia datro fofano is a defender not a striker ryt  gyimie saa,Negative
the man was doing this bcos of the grammys but he still couldnt get a nomination 🤣🤣fake life de saaon my way to grammys apakye biaa de crossin😅😅😅  scjffil,Neutral
akoa y short 😂😂 senkuba sem saa,Negative
😂😂😂 saa boy no eerr hmmmlet me just passs,Negative
fa wogyimii kcc o ahomasuo foc kwasia u think u go shine saa woni twaaaasidi,Negative
whats this bush talk about someone envying kumasi ɛnkwaseakeka saa,Negative
saa😂😂 so ego be gbushiagbushia,Positive
aden na wop gyimii saa😂😂😂 you do saa make  bore 😂😂,Negative
this matter ego go back and forth saa,Negative
i hear some yaw tog rumor bi,Neutral
i iaugh saa,Positive
girl na me nni nka me nim odo di 🌝,Positive
the blues the blues yinaa saa y blue kiosk🥴,Neutral
yes ooo around pm bi saa no,Neutral
i do am saa ooo baba,Neutral
we are live on akomamaakye with afia tagor and yaa titi okrahfrom the studios of  akomamaakye onuatv,Neutral
twi versionna me se ninpɔn agya kankam dacosta yɛ ɛkane mfinfini mantɛm soafoɔ ɛwɔ hilla limann pɛn so wabusua mu hwan na aduru saa mpɛnpɛnsoɔ wei wanim sɛ mfutu kwan,Negative
i’ve been saying this saa,Neutral
saa how u will do it,Neutral
hahaha yaw gyae saa the clubs spending more than liverpool should tickle your curiosity a little and elicit and deeper analysis in fact liverpool fans can forgiven for acting that way 🤣🤣🤣 wei nkoaa de you cant gag us,Neutral
world cup world cup saa u go sign enzo for 😁,Negative
saa rasta wei ankasa we for lash am na be too funny 😂,Neutral
i did saa no luck 🤔,Negative
myself koraa i won’t take a bullet for na saa akoa tiatia nno,Negative
oh saa wo y taadi boy  no wonder yall should stop shitting around the sea sekof cat kraa wont do it,Negative
learn this  thing saa im bye bye official work 😂,Neutral
ei  brownian motion ni gas laws fa hu bɛn🔥🔥🔥🔥🤣🤣🤣🤣🤣,Neutral
oh yaa not dey inside,Neutral
so  can drop two tracks in a day like what he was doing with amerado beef thing nor n yaa starve y saa no,Neutral
hahaha yes oh nkwasia message saa kwa 😂🤣,Negative
we go come back with last position saa,Negative
nfanteni na wabn saa no u don’t even know the difference between a herb and drugs 🤦🏾‍♂️,Neutral
ne jon wode wonnim nyansa so it’s hard to talk with you😂😂😂 you dey contradict yourself saa ei😂,Negative
what god has hyehy in the soro no man can destroy  on the asaase so,Neutral
you will stress over saa n go bald,Negative
ei saa mmom adn wo y mermaid 😂 abi your pics be top notch o,Negative
are you readddyyyyy🥶🥶do you have the energy🙀🙀can you stand the heat of what’s comingggg🔥🔥🔥set your reminder⏰akwaaba bash is coming your way so get your kicks  ss it 🥳🥳🥳🥳🥳watch this spaceeee‼️‼️‼️akwaababash melssafamily  shnhdznpxm,Neutral
mo deɛ gyimi saa is yeme alade and tiwa savage wining grammys and bet,Negative
this vibe be making me laugh saa 😂😂😂  swgrd,Positive
credit the commentator na mu pɛ saa,Negative
i do ham saa nothing comes to me nana agyemang  sonpu  serf,Neutral
aww idolo pls nagodfc ive tagged you saa am even crying,Negative
wo di gyimii saa ei 🔥u are not musician u are ghanaian comedian keep the funnys video coming ebia u can be a hit on tiktok 🤣🤣,Negative
yɛn ma mo daakena oo damirifa due to him may the lord keep him safely in abrahams bosom till we meet on the resurrection morning may he rest in peace,Positive
retweet my pinned tweet gimme atia ft yaa pono banku atiabanku,Neutral
how much u hate priyanka ryt,Negative
let’s call a spade a spade ♠️ efya is on something 😢 as tramadol bi saa,Negative
aburokyire y filter,Negative
bossu saa continue for me things nu y gyai oo 😂,Positive
i have been thinking saa since i saw the date i have to be there,Neutral
wode saa wo nkwaseakeka no suspicious wotiri so,Negative
eii fooling saa na ma buwu kk,Neutral
voice papa bɛn,Negative
saa ppp true fact vibesonvibes,Neutral
wow… wo nua panyin na wo muddy no saa no…fine fine,Negative
market women ne mate foc na asei sika nu saa chale,Negative
herh gyae saa dont expose your science teacher abeg,Negative
from heaven koraa asaase y snto thise over me,Positive
such nonsense i expected much from your blue badge saa na wegyimi kraa 😂😂😂 s feed i beg feed them let’s see teshie bill gate,Negative
hype saa na he flop,Negative
come for stone wai na saa na u no dey lie,Negative
i read the thing saa 😹😹😹,Neutral
payment on delivery saa,Neutral
ne nka wo hy saa last minute goal no deaaa nka €m,Neutral
yieeee yehowa saa  years tuition fees in the mud,Negative
hahah ei with all the jokes,Neutral
wow saa 😂,Neutral
boss i drop saa nsoprove to me that its real🙏❤  sn,Neutral
saaa boy no de saa oo😂😂😂,Neutral
the painful part is they will say wo nti na me de ma wo saa oo but edey kill u,Negative
this one baako sef bighc at yaa serwaa,Neutral
tell them nsemhu saa,Negative
i love  more than my girlfriend i dont know the reason why i love him saa sarknation tell me😭😭😭stiritup,Positive
big mate gyae saa hehe,Neutral
we like asaase bt not krofrom colombia 😂😂😂rushhouronasaase,Negative
ah so this be yaa naa funeral,Negative
ghanas former chief justice,Neutral
sa di saa oothey will be doing this in the name of tradition,Negative
wohawnesenwithnanayaakonadu  stcomegrpgrx,Neutral
after increasing your prices by heart no you still want us to add showmaxadɛn na mo te saawe just go shun dey subscribe serf cos  deɛ ɛdɔɔsowe kuku go buy data take stream matches cos thats virtually all our dstv subscription is worthshame,Negative
fool saa make chelsea sign this player 😂,Neutral
gyime saa and all your teeth will get rotten,Negative
ɛden ooo kwabena wanhyɛ wo ho so paa wo bɛ di akyire saa na wo sika asa a ma no ate wani so sei,Negative
bossu why we finish the giveaway anaa i tweet saa ny hands all dey hurt,Negative
win baako na wo de ha yn saa 😂,Negative
i have tried but saa today dierr ano know yy,Neutral
i listen space saa my ears sef dey pain me,Negative
when has anyone gone to say anything about him huh mode gyimi saa as he pay his own ticket to promote his music nu make he go and start mentioning people’s name er or you think people love stone like that ong,Negative
my money is going o yaa,Negative
congrats 🎊🎉🎈 wode maya,Positive
nowplaying  yaw sarpong  ahobrase ft sarkodie amp asomafo on ghana music radio just tune in  sxzadyc follow   africanmusic onlineradioget the ghana music radio app on google play amp app store now,Neutral
you always want to tweet negativity aden na wagyimi saa  sf,Negative
liverpool na ay d saa no,Positive
ooh saa 😃 why are you saying that,Neutral
maturity speaking gyimii saa just listen to sense from kwabena kwabena  sz,Negative
everythings in the world are temprorary🤦‍♂️ yaa allah pls guide and protect us🙏🏾,Positive
🤣🤣🤣 ahoyaa with my full chest,Neutral
saa ongdrop pics,Positive
nagodfc bros i have been following saa since  days ago but nothing boss pls make this sunday a memorable one for me,Positive
me duele todo,Neutral
grandpa paa sei na u dey like agenda saa no,Positive
enti saa nkwasia nwom wai nyinaa is in your catalog and you’ve been ranting like that efya didn’t lie a bit and obidi was right,Negative
that trick your godfada use for me saa e no work try again,Negative
these are the people who copy saa and even copy index numbers,Negative
nti wo nnim agor adn na mo y nhwhw nim saa wei fa disrespect ho bn this is just for laugh gags fa wo seriousness no p bbi fa ne nhwehw nimuu bi hoooooow’afri ya ne jacket mu kankan bi,Neutral
that be my biggest headache chale he go do saa then limit enzo,Negative
saa eating fufu in the afternoon dey bee oo,Positive
ah yaw paaa  don’t disrespect vini like that,Neutral
ohhhh saa buh kumerica no be part of ghana ooo sendcashfromabroad,Negative
yaa allah grant them ease🤲,Positive
rocky dawuni has been nominated saa ei,Neutral
weve all got to make good choices by akosua wo choice wei de  😂😂😂,Negative
me wfaase adepa homework na mo de abto ha saa no🤣,Neutral
i thought you loved us mnfa saa mmba waii,Negative
wode mayas clothes look casual for some people in ghana only gh abeg oo how have the suits nana addon bawumia wore helped us gyimie saa ghana,Negative
wo saa boi wei biribi di wakyi ong 🤔 aden na everytime people are serious doing what matters you sit there and write trash 😏fuck off,Negative
you like violence o wo saa boy yi,Neutral
i laugh saa  squlag,Neutral
happy birthday asaase,Positive
do yakubu saa wai 😂,Neutral
i’ve been dropping my number saa boss please bless me today,Neutral
meetings saa na  suiq,Negative
hw saa humpty dumpty yi wants relevance to his stupid show too akoa y fish,Negative
saa dnt think,Negative
deɛ wode gym wo body fa gym wo botom na sesa wo danta,Neutral
song dey parp gyae saa,Neutral
delay saa😂😂,Negative
enzo enzo saa den ego turn pozo,Neutral
the banku and fufu people should be in maximum security mmom as for the tz,Neutral
drip nu akwasi charles 😍😍😍,Positive
the blues the blues yinaa saa y blue kiosk 😂,Neutral
ei akosua,Neutral
saa akoa wei wagyimi oooo s united should never welcome him back😂😂😂,Negative
ei saa na our own to spy somebody ein pocket,Negative
su bless me some err i do saa 😂😂,Positive
🤣🤣empty barrels dier saa,Negative
we drop drop saa u don’t follow back i ll unfollow u mpo,Negative
price nu di,Neutral
ah they’re trying to tell me christian atsu was mistaken for somebody and that he’s still not being found akwasi broni no be competent again eeii,Negative
this is not a competition take your gyimisem away saa handle wei mo agyimi dodo,Negative
time saa na y’anim aguase 🤣🤣🤣,Negative
the boy is not feeling well this morning 😒anaa y km 🌚,Negative
enzo zakaria pivot nso ɛbɛ fa oo,Positive
i’m late thou but paul a womba ntem nso adinkafo,Positive
abrewa wei nso sweet,Negative
but wo nso you like unnecessary drama ooo ei boi,Negative
a lot of negus nso ……,Neutral
you too look for a bf anaa,Neutral
kawu with a mixture of woba ada anaa 😂  stqe,Neutral
honestly i think there is something wrong with efya ooo… you guys nor dae see anaa she has changed,Negative
aden ashocki wo anaa 🤣,Neutral
early days o chairman anaa me y finn🤔,Neutral
adn ta ho competition anaa  😂😂,Neutral
website updated anaa 😂😂😂😂 website na mu ay de sie 😂,Neutral
your use of am🥺 anaa menni sika nti mensɔɔhɔi am is not equal to am  respectfully,Neutral
stteresas minor seminary anaa where 😂,Neutral
information dela wiase anaa  dhxcqfl,Neutral
my duty berma 😅😅😅 we will do what the fans want anaa,Neutral
so how do you feel when you deliberately bear false witness against a person just to tarnish his image ur conscience doesnt prick you in any way anaa do u even have one,Neutral
but empire can still get him anaa,Neutral
they will refund oo anaa,Positive
my advice anaa,Neutral
wose ebubu for the money anaa😂😂😂,Neutral
should we save the date anaa,Neutral
so it was nearly a perfect pl debut anaa wonti brofo,Negative
anokye nso wo tumi ka nsɛm oo ffp was introduced cos of chelsea and abramovich 😂😂,Negative
twilight koraa nso aa😂,Negative
class na wei nso err,Negative
broke and proud exists lol its called stubborn proud 😂😂😂😂😂😂wonni kapr nso wɔwɔ vision bi 😂😂😂😂😂😂,Neutral
oh yes nipa nso y dn,Neutral
oh youll need it 😹 😹 you havent beaten us in a competitive fixture since 😹 the floor is yours anfa nso aa vawulence continues 😹,Neutral
na papafoc nso eer hmm this issue,Negative
yte sika so nso yani nggye football club 😂😂😂😂,Negative
bald ppl are the wisest but ghanaman de,Negative
guy no se accidental qualificationwei nso yɛ journalist tweaaaa,Negative
real definition of abrante mabr nso me hu sika na vim no aba,Neutral
lol na roman catholic nso err😂🤭,Neutral
chairman wo nso wo ka bi boi,Negative
why is it a sugar tasted something anaa,Neutral
people can’t post their pictures again anaa stop comparing ladies,Neutral
i thought i was the only one who got that message ei are yaanom amongst us anaa🏃🏃,Neutral
you buy the old one anaa,Neutral
ah adn girl no wagyimi anaa 😂😂🤦🏽‍♂️  baa anim ne i don’t like ghanaian guy kwasiakwa 😂,Negative
tema guy no anaa,Neutral
the person should check sts anaa,Neutral
the way    are messing up with price increment diee we need  back oo anaa mu si sen,Positive
ena i love you ❤️ 🤣😂anaa wose u don’t wan my own 🤣,Neutral
oh its question anaa,Neutral
tom says it’s finally goodbye chargers for the super bowl next year anaa,Neutral
why all this while na y unofficial anaa,Neutral
eei when did u changed ur name to enzo u want chelsea to buy u anaa,Neutral
hes been found anaa😳,Neutral
chelseafo moyare anaa it’s ok,Negative
thank you  for sharing this great piece with us we won’t stay apolitical that’s why we will still choose npp  in  but why will you call ndc fools you were their leader too oo anaa 🤔 pauseandsaysomething,Neutral
why are the united and liverpool fans crying the were happy we had american owners anaa,Neutral
is that constitutional freedom of association and freedom of speech  anaa 🤷🏾,Neutral
girl no wagyimi anaa,Negative
nka united jersey nor anaa😂😂🤣🤣😆🤣😂,Neutral
